split,sampling_step,branch,layer,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
test,0,cond,0,centroid,oracle_mass,0.0625,64,24,0.25239105104953014,0.8570077835400158,0.921918664001997,0.5197432227432728,0.09279609279609285,10.776315789473678
test,0,cond,0,centroid,oracle_mass,0.125,16,24,0.190544042774312,0.7277588034476258,0.7840946146489629,0.5979583399991194,0.1953398453398454,5.119283258672777
test,0,cond,0,centroid,oracle_mass,0.125,64,24,0.19951548746374956,0.7575507017956506,0.8155935827250668,0.5979583399991194,0.15431420431420426,6.480284847685615
test,0,cond,0,diag_gaussian,moment,0.0625,16,24,0.24681192855834408,0.848834316740935,0.9121208472877129,0.5193246820320686,0.13675213675213674,7.312500000000001
test,0,cond,0,diag_gaussian,moment,0.0625,64,24,0.25962721285411827,0.8859110562795501,0.9513851228876448,0.5193246820320686,0.09279609279609285,10.776315789473678
test,0,cond,0,diag_gaussian,moment,0.125,16,24,0.20010192386746348,0.768683881505632,0.8316435636566691,0.5974912866950035,0.1953398453398454,5.119283258672777
test,0,cond,0,diag_gaussian,moment,0.125,64,24,0.21031219468885617,0.8014160994585744,0.8665442348525956,0.5974912866950035,0.15431420431420426,6.480284847685615
test,0,cond,0,diag_gaussian,oracle_mass,0.0625,16,24,0.2392107408489748,0.8310207560779113,0.8950675938274619,0.5197432227432728,0.13675213675213674,7.312500000000001
test,0,cond,0,diag_gaussian,oracle_mass,0.0625,64,24,0.2521095019980815,0.8681535785682182,0.9343382308741861,0.5197432227432728,0.09279609279609285,10.776315789473678
test,0,cond,0,diag_gaussian,oracle_mass,0.125,16,24,0.19461949257284067,0.7400841071075033,0.7990095308751276,0.5979583399991194,0.1953398453398454,5.119283258672777
test,0,cond,0,diag_gaussian,oracle_mass,0.125,64,24,0.2044324576401559,0.7710842921099725,0.8319264336633213,0.5979583399991194,0.15431420431420426,6.480284847685615
test,0,cond,14,centroid,moment,0.0625,16,24,0.2706136614436354,0.39261731082188595,0.4065939658886886,0.39495351786414784,0.1367317867317867,7.313588331596965
test,0,cond,14,centroid,moment,0.0625,64,24,0.28424690501007305,0.40981189408128904,0.43770926495509443,0.39495351786414784,0.09277574277574284,10.778679534985734
